0.000000	2.000000	D_ru
2.700000	7.900000	D_ru
14.000000	14.900000	A_zh
15.100000	17.000000	A_zh
17.400000	18.400000	A_zh
18.600000	25.700000	A_zh
29.700000	30.100000	A_zh
30.907084	76.805675	D_ru
81.300000	82.100000	D_ru
90.500000	99.500000	A_zh
107.857528	150.057028	D_ru
154.000000	154.100000	A_zh
160.400000	166.300000	A_zh
173.500000	176.400000	D_ru
177.900000	179.100000	A_zh
179.900000	181.100000	A_zh
185.100000	185.500000	D_ru
185.800000	187.900000	A_zh
194.800000	200.500000	D_ru
201.000000	204.300000	D_ru
214.800000	216.200000	A_zh
217.400000	219.100000	A_zh
222.676850	259.258103	D_ru
267.846244	272.200000	A_zh
273.100000	274.200000	A_zh
274.900000	279.200000	A_zh
285.000000	288.000517	A_zh
288.365561	291.300000	D_ru
300.041102	300.481606	A_zh
300.752219	312.097778	D_ru
313.000000	327.805459	D_ru
330.500000	357.532519	D_ru
358.600000	359.300000	A_zh
365.000000	370.400000	D_ru
381.300000	393.728792	A_zh
396.293706	405.563903	D_ru
405.800000	410.900000	A_zh
422.000000	429.300000	D_ru
436.861624	438.648419	D_ru
439.200000	442.100000	A_zh
442.400000	445.800000	A_zh
445.814809	450.414809	A_zh
457.700000	463.742134	D_ru
464.700000	465.300000	A_zh
465.500000	466.564811	A_zh
466.564811	467.441397	D_ru
467.600000	475.826451	D_ru
479.202455	490.600000	D_ru
505.655898	507.300000	A_zh
509.700000	510.400000	A_zh
510.500000	515.000000	A_zh
519.947353	525.800000	A_zh
526.600000	529.500000	A_zh
533.644758	535.935275	D_ru
542.500000	576.397998	D_ru
586.300000	592.000000	A_zh
596.269891	597.000000	D_ru
597.513904	605.400000	A_zh
612.600000	642.120650	D_ru
644.100000	645.100000	A_zh
646.660489	659.763013	D_ru
661.700000	668.900000	A_zh
675.200000	677.100000	A_zh
681.600000	683.600000	A_zh
687.600000	691.832695	D_ru
696.485626	697.051086	D_ru
697.055889	701.300000	A_zh
702.162167	761.959606	D_ru
762.210935	807.998426	A_zh
808.386843	812.819364	D_ru
815.675371	822.600000	A_zh
827.807685	832.700000	A_zh
838.911837	890.457037	D_ru
901.200000	902.100000	A_zh
902.600000	905.200000	A_zh
905.900000	906.900000	A_zh
907.500000	909.100000	A_zh
919.600000	920.500000	A_zh
921.393296	924.100000	D_ru
935.300000	938.200000	A_zh
938.900000	941.400000	A_zh
945.200000	963.730732	D_ru
971.700000	973.600000	A_zh
983.654231	996.312051	D_ru
1009.769552	1012.100000	A_zh
1012.800000	1015.200000	A_zh
1016.000000	1017.100000	A_zh
1023.400000	1024.700000	A_zh
1024.700000	1025.600000	A_zh
1026.500000	1027.400000	A_zh
1029.600000	1032.731842	A_zh
1033.097411	1042.419415	D_ru
1043.200000	1045.100000	A_zh
1046.100000	1047.900000	A_zh
1049.600000	1051.200000	A_zh
1055.303714	1055.724866	A_zh
1055.724866	1059.284275	D_ru
1059.440509	1063.794671	A_zh
1063.900000	1065.200000	A_zh
1068.950381	1073.353208	D_ru
1073.353208	1076.700000	A_zh
1077.500000	1080.800000	A_zh
1081.625085	1085.954896	D_ru
1087.900000	1088.400000	A_zh
1090.400000	1092.200000	A_zh
1092.800000	1093.900000	A_zh
1096.900000	1099.949684	D_ru
1107.900000	1109.300000	A_zh
1111.900000	1114.100000	A_zh
1118.626032	1119.336897	A_zh
1123.000000	1124.200000	A_zh
1129.900000	1131.300000	A_zh
1132.200000	1132.900000	A_zh
1134.652795	1137.916309	D_ru
1138.300000	1139.600000	A_zh
1140.200000	1143.942501	A_zh
1145.400000	1156.140289	D_ru
1159.600000	1166.270108	A_zh
1168.435014	1179.324165	D_ru
1180.800000	1184.000000	A_zh
1184.400000	1186.200000	A_zh
1191.925853	1218.017811	D_ru
1225.562668	1232.600000	A_zh
1239.700000	1243.200000	D_ru
1249.200000	1254.000000	A_zh
1255.200000	1258.000000	A_zh
1260.895863	1278.295887	D_ru
1291.200000	1295.800000	A_zh
1300.800000	1309.476988	A_zh
1309.500000	1312.649009	D_ru
1309.800000	1312.706130	A_zh
1316.367527	1318.225468	D_ru
1318.300000	1321.500000	A_zh
1327.600000	1366.269739	D_ru
1368.900000	1369.600000	A_zh
1378.800000	1380.100000	A_zh
1380.600000	1384.100000	A_zh
1386.400000	1392.600000	A_zh
1399.200000	1402.300000	A_zh
1407.600000	1408.400000	D_ru
1420.100000	1422.600000	A_zh
1420.300000	1421.000000	D_ru
1430.203251	1436.479766	D_ru
1436.968845	1454.027958	A_zh
