39.090000	41.090000	加入这次会议
41.090000	60.180000	好的
60.180000	287.380000	在会议上有没有人问什么有意思的问题
287.380000	358.650000	可不可以介绍一下你找到的更多的项目是什么
358.650000	395.960000	在昨天的研讨会上
395.960000	402.970000	你有介绍说你在工作室找到了更多的项目
402.970000	408.170000	我想了解一下你说的更多的项目是什么
408.170000	436.140000	是的
478.290000	481.950000	所以你提到的是我们在巴尔蒂摩
481.950000	485.710000	的研讨会做的项目
485.710000	889.700000	对
889.700000	893.700000	就是冬季的时候我们要去阿联酋
893.700000	896.160000	但是我不确定我有没有时间去
896.160000	897.640000	如果我可以去的话
897.640000	901.000000	我可能只能在那里待一周的时间
901.000000	907.780000	然后大家可以想一些新的项目的主意
907.780000	909.480000	然后来做
909.980000	913.820000	昨天我去皮尔森
913.820000	914.480000	见到了
914.740000	917.940000	我们这个项目的其他的成员
917.940000	923.700000	然后他们在讨论接下来我们可以从哪些方向继续这个项目
923.700000	935.480000	他们已经在用我们这个赛拉瓦的模型
935.480000	937.620000	做相关的项目
937.620000	939.780000	并不是说做手语
939.780000	942.060000	他们有做比如说
942.060000	945.540000	一些图像识别的项目
945.540000	948.660000	就是和其他的企业进行合作
948.660000	950.660000	比如说
950.660000	951.080000	他们有一个项目是说
951.080000	959.800000	有一个企业想要识别很复杂的一些精密仪器的图像
959.800000	965.300000	然后问比如说这个大模型一些问题
965.300000	971.860000	这个机器的这个蓝图上有多少个孔
971.860000	974.400000	比如说他们在什么位置
974.400000	980.420000	然后这个问题也涉及到了图像和文字
980.420000	981.060000	然后这个问题也涉及到了图像和文字
981.080000	982.660000	然后还有这种交互
982.660000	986.520000	所以说我们这个赛拉瓦的模型
986.520000	990.380000	也可以应用到他们的这个问题上
990.380000	993.440000	然后我们这个领导
993.440000	995.680000	就是这个项目的领导
995.680000	1000.260000	他的想法就是用我们已有的这个框架
1000.260000	1005.400000	然后用他们的数据进行继续训练
1005.400000	1010.060000	然后就可以得到一个比较好的模型
1010.060000	1011.060000	这个是他的想法
1011.080000	1013.720000	这个希望吧
1013.720000	1018.280000	他希望我们这个模型不光可以应用到手语上
1018.280000	1022.520000	也可以应用到其他的一些领域
1022.520000	1026.400000	然后这是他们其中一个在做的项目
1026.400000	1029.700000	我们还有其他比较有意思的项目
1029.700000	1034.040000	然后对于我们这个JSALT接下来的工作
1034.040000	1040.180000	他还没有确定明年的JSALT我们要做什么
1040.180000	1041.060000	他说因为我们的这个模型
1041.080000	1043.780000	有9%的概率
1043.780000	1047.240000	我们继续做手语的翻译
1047.240000	1051.460000	然后明年如果我们继续做手语翻译
1051.460000	1069.700000	他会着重在连接图像和语言的这两部分
1069.700000	1071.620000	中间那一部分
1071.620000	1076.980000	然后因为现在
1077.640000	1078.760000	在做的时候
1078.760000	1080.980000	这个SciLava Model
1080.980000	1085.680000	我们这个图像的部分和语言的部分
1085.680000	1087.180000	是用的不同的模型
1087.180000	1088.660000	然后他们不在
1088.660000	1095.880000	他们的embedding
1095.880000	1099.800000	不在一个空间上
1099.800000	1102.380000	所以我们要把它对齐
1102.380000	1106.120000	然后他已经有了一些想法
1106.120000	1107.620000	怎么去实现这个
1107.620000	1110.660000	然后他在想
1110.660000	1111.600000	我们明年可以做这个模型
1111.600000	1112.720000	可以做这个
1112.720000	1117.440000	然后另外91%的概率
1117.440000	1120.160000	我们会做生成手语
1120.160000	1123.680000	就是从文字来转成手语
1123.680000	1153.610000	然后但是他还没有一个非常清晰的想法怎么去做
1153.610000	1156.070000	在JSALT上
1156.070000	1159.570000	明年我们还是会继续做手语
1159.570000	1163.070000	但是我们在JSALT上做出的这个模型
1163.070000	1164.650000	在他们的学校
1164.650000	1165.130000	他们也有用到其他模型的模型
1165.130000	1165.330000	他们也有用到其他模型的模型
1165.330000	1165.830000	他们也有用到其他模型
1165.830000	1165.930000	但是我们在JSALT上做出的这个模型
1165.930000	1165.990000	但是我们在JSALT上做出的这个模型
1166.010000	1166.650000	他们也有用到其他的项目
1166.650000	1170.450000	但是那些项目不在我们明年JSALT的领域内
1170.450000	1173.950000	我只是觉得那些项目很有趣
1173.950000	1176.670000	所以我觉得可以提一下
1176.670000	1214.240000	是的
1214.240000	1232.330000	他们有一些计划
1232.330000	1239.810000	但是我们的领导还没有决定具体往哪个方向走
1239.810000	1244.590000	然后我们对于明年的JSALT
1244.590000	1246.710000	他有一个截止日期
1246.710000	1247.590000	就是提交
1247.590000	1247.990000	我们的领导还没有决定具体往哪个方向走
1248.010000	1248.490000	我们的领导还没有决定具体往哪个方向走
1248.490000	1252.810000	项目申请的截止日期是10月份
1252.810000	1254.890000	所以还有一个月的时间决定
1254.890000	1260.490000	他说他会在截止日期前一天再做决定
1260.490000	1274.030000	然后据说这次会有很严格的人员名额的限制
1274.030000	1282.170000	所以他也要做慎重的决定
1282.170000	1285.770000	就是谁可以参与到明年的项目中
1285.770000	1285.870000	就是谁可以参与到明年的项目中
1285.870000	1285.930000	就是谁可以参与到明年的项目中
1285.930000	1285.990000	就是谁可以参与到明年的项目中
1285.990000	1286.030000	就是谁可以参与到明年的项目中
1286.030000	1286.070000	就是谁可以参与到明年的项目中
1286.070000	1286.130000	就是谁可以参与到明年的项目中
1286.130000	1324.220000	你是说领导他的目标吗
1324.220000	1325.700000	还是说你的目标
1325.700000	1338.810000	不是不是
1338.810000	1341.370000	就是对于他来说
1341.370000	1346.210000	JSALT和其他公司的项目是分开的
1346.210000	1350.280000	JSALT有JSALT的目标
1350.280000	1354.080000	还有公司有其他公司的项目的目标
1354.080000	1362.460000	对于我们来说JSALT
1362.460000	1365.960000	对于我们和他来说JSALT是我们主要的目标
1365.960000	1445.120000	对于我们和他来说JSALT是我们主要的目标
1445.120000	1446.640000	我也觉得很遗憾
1446.640000	1449.320000	因为接下来我要去参加工作
1449.320000	1453.240000	可能明年的JSAL就没办法参加了
1453.240000	1455.680000	但是我特别想继续做手语
1455.680000	1459.680000	我也不知道我在公司有没有机会再做手语
1459.680000	1467.300000	而且他们明年很有可能要做手语的生成
1467.300000	1471.700000	我从来没有在那个领域工作过
1471.700000	1474.080000	我也很想尝试一下那个领域
1474.080000	1475.900000	但是我觉得很可惜
1475.900000	1477.280000	因为我有很大的概率
1477.280000	1480.780000	没办法参加到明年的JSAL
1480.780000	1508.660000	我在博士的时候做了两个方向
1508.660000	1511.700000	一个是机器翻译
1511.700000	1516.520000	然后另外的就是手语的识别和翻译
1516.520000	1575.830000	对我在博士的时候做了两个方向
1575.830000	1580.010000	但是我大概60%的工作是在
1580.010000	1582.290000	就是机器翻译
1582.290000	1586.110000	还有那个超级参数的自动调节
1586.110000	1590.650000	然后可能40%的工作是在手语
1590.650000	1596.390000	如果我的博士论文选择做手语的话
1596.390000	1599.570000	我可能要再多一年才能毕业
1599.570000	1601.890000	然后我想早点毕业
1601.890000	1605.870000	所以我选择了机器翻译的主题
1605.870000	1607.890000	作为我的博士论文
1607.890000	1611.310000	但是我觉得我真正最喜欢的
1611.310000	1614.290000	最想做的事情还是手语
1614.290000	1631.820000	我想问__PERSON2__
1632.240000	1634.440000	明年会不会参加JSAL
1634.440000	1658.520000	__PERSON2__你会参加明年的JSAL吗
1658.520000	1683.130000	你会继续做手语吗
1683.130000	1829.100000	你会想继续做手语的研究吗
1829.100000	1836.320000	我在__ORGANIZATION__的工作既有研究也有工程
1836.320000	1839.400000	大概是50% 50%
1839.400000	1844.560000	但是因为他们最注重的还是产品
1844.560000	1847.340000	所以他们最注重的还是产品
1847.360000	1848.080000	最注重的是工程
1848.080000	1849.300000	但是对于我来说
1849.300000	1851.400000	我是很想继续做研究的
1851.400000	1857.080000	但是他们不会看你发了多少文章
1857.080000	1862.120000	就是不会像是博士生那样来要求你
1862.120000	1865.100000	他们最后看的还是你
1865.100000	1869.960000	就是对于产品的贡献是多少
1869.960000	1874.810000	但是我自己还是想继续
1874.810000	1877.610000	就是有多一点的时间做研究
1877.930000	1879.070000	他们也会给我
1879.090000	1881.090000	机会做研究
1881.090000	1912.300000	谢谢__PERSON2__和__PERSON3__
1912.300000	1914.280000	再见
